,gameId,playId,qb_pa_rate_pass,qb_pass_rate_ewm
0,2022090800,56,0.2755417956656347,0.5054773082942097
1,2022090800,80,0.2755417956656347,0.5054773082942097
2,2022090800,101,0.2755417956656347,0.5054773082942097
3,2022090800,122,0.2755417956656347,0.5054773082942097
4,2022090800,167,0.2755417956656347,0.5054773082942097
5,2022090800,191,0.2755417956656347,0.5054773082942097
6,2022090800,212,0.2755417956656347,0.5054773082942097
7,2022090800,236,0.2755417956656347,0.5054773082942097
8,2022090800,299,0.20299500831946754,0.44750558451228595
9,2022090800,343,0.20299500831946754,0.44750558451228595
10,2022090800,364,0.20299500831946754,0.44750558451228595
11,2022090800,393,0.20299500831946754,0.44750558451228595
12,2022090800,414,0.20299500831946754,0.44750558451228595
13,2022090800,438,0.20299500831946754,0.44750558451228595
14,2022090800,467,0.20299500831946754,0.44750558451228595
15,2022090800,486,0.20299500831946754,0.44750558451228595
16,2022090800,529,0.2755417956656347,0.5054773082942097
17,2022090800,550,0.2755417956656347,0.5054773082942097
18,2022090800,569,0.2755417956656347,0.5054773082942097
19,2022090800,593,0.2755417956656347,0.5054773082942097
20,2022090800,617,0.2755417956656347,0.5054773082942097
21,2022090800,646,0.2755417956656347,0.5054773082942097
22,2022090800,692,0.2755417956656347,0.5054773082942097
23,2022090800,721,0.2755417956656347,0.5054773082942097
24,2022090800,775,0.20299500831946754,0.44750558451228595
25,2022090800,818,0.20299500831946754,0.44750558451228595
26,2022090800,867,0.2755417956656347,0.5054773082942097
27,2022090800,896,0.2755417956656347,0.5054773082942097
28,2022090800,933,0.20299500831946754,0.44750558451228595
29,2022090800,954,0.20299500831946754,0.44750558451228595
30,2022090800,1009,0.2755417956656347,0.5054773082942097
31,2022090800,1030,0.2755417956656347,0.5054773082942097
32,2022090800,1102,0.2755417956656347,0.5054773082942097
33,2022090800,1126,0.2755417956656347,0.5054773082942097
34,2022090800,1187,0.20299500831946754,0.44750558451228595
35,2022090800,1208,0.20299500831946754,0.44750558451228595
36,2022090800,1230,0.20299500831946754,0.44750558451228595
